conc	signal_out
1000	2799.91789001527
1000	2745.17239377024
1000	2764.19312177534
1000	2742.6601373031
1000	2722.40619482699
1000	2719.62798364245
1000	2707.06253004527
1000	2764.94754046861
1000	2822.83886801984
1000	2768.68882595833
1000	2786.22569880126
1000	2763.62520007485
1000	2692.47281549406
1000	2773.36537641464
1000	2822.24107313228
1000	2752.45693478497
1000	2724.53210915483
1000	2733.248326897
1000	2692.89009891042
1000	2774.13482790831
1000	2765.21225579247
1000	2794.46143009077
1000	2773.80204223294
1000	2748.51962462763
1000	2740.68759063365
1000	2789.31680144576
1000	2680.09407676881
1000	2803.96846385574
1000	2883.51955908124
1000	2784.21918013187
1000	2692.92210291231
1000	2815.90424945555
1000	2733.90569212016
1000	2712.07432525661
1000	2787.98071287834
1000	2799.6766070259
1000	2745.26303588532
1000	2746.0885296226
1000	2754.39897206809
1000	2785.46178829811
1000	2679.44020090512
1000	2765.84003052674
1000	2771.69261075155
1000	2932.48615455548
1000	2825.74293698429
1000	2715.22918462515
1000	2763.03724085605
1000	2761.54275709062
1000	2763.26043366237
1000	2748.61658195522
1000	2704.97621908341
1000	2724.66859575767
1000	2739.66934275105
1000	2788.8659185534
1000	2735.97529846431
1000	2769.12083905743
1000	2698.16581918376
1000	2768.79682248307
1000	2774.65699144059
1000	2689.78825954444
1000	2792.46403745375
1000	2755.58512100083
1000	2800.60102213985
1000	2766.81317919953
